feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,label
0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024
0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024
0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026
0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024
0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398
0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036
2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232
2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02
0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286
0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366
0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774
0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878
1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96
0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306
0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138
3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02
0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15
0.11,0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188
0.18,0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866
0.406,0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806
0.296,0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102
0.084,0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172
0.034,0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078
0.024,0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028
0.024,0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026
0.024,0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02
0.026,0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048
0.024,1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026
1.398,0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018
0.036,0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028
0.232,1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064
1.02,1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324
1.286,0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062
0.366,0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586
0.774,0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108
0.878,1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156
1.96,1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502
1.306,0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136
0.138,0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052
0.02,0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104
0.15,0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12
0.188,1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178
1.866,1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08
1.806,0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028
0.102,0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172
0.172,0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236
0.078,0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044
0.028,0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04
0.026,0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206
0.02,0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18
0.048,0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032
0.026,0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028
0.018,0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018
0.028,2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026
2.064,2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018
2.324,0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028
0.062,0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016
0.586,0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488
0.108,0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282
0.156,0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622
0.502,0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228
0.136,0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416
0.052,0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968
0.104,0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252
0.12,0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81
0.178,0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216
0.08,0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928
0.028,1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952
1.172,2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36
2.236,0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084
0.044,0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102
0.04,0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056
0.206,0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054
0.18,0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058
0.032,0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046
0.028,0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048
0.018,0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046
0.026,0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048
0.018,0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272
0.028,0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404
0.016,0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45
0.488,2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778
2.282,1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3
1.622,1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55
1.228,0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058
0.416,0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242
0.968,1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042
1.252,0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054
0.81,0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668
0.216,0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194
0.928,2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438
2.952,0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082
0.36,0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248
0.084,0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084
0.102,0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038
0.056,0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038
0.054,0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042
0.058,0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04
0.046,0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036
0.048,0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042
0.046,0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036
0.048,2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038
2.272,0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344
0.404,1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73
1.45,1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38
1.778,0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592
0.3,0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982
0.55,0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458
0.058,0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222
0.242,0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764
0.042,0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774
0.054,0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08
0.668,0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142
0.194,0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602
0.438,3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05
3.082,1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196
1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308
0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338
0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174
0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026
0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02
0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026
0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02
0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026
0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02
0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026
2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964
0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83
0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072
1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298
0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3
1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098
0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332
0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026
0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022
1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028
0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02
1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026
0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022
