feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,label
0.032,0.12,3.176,0.894,1.226,0.528,1.86,1.094,1.616,1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026
0.12,3.176,0.894,1.226,0.528,1.86,1.094,1.616,1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586
3.176,0.894,1.226,0.528,1.86,1.094,1.616,1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028
0.894,1.226,0.528,1.86,1.094,1.616,1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28
1.226,0.528,1.86,1.094,1.616,1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788
0.528,1.86,1.094,1.616,1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808
1.86,1.094,1.616,1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6
1.094,1.616,1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53
1.616,1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91
1.116,0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318
0.044,1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96
1.086,0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678
0.268,0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294
0.152,1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186
1.002,1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024
1.17,0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03
0.466,0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028
0.41,0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26
0.102,0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264
0.032,0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1
0.032,0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03
0.032,0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026
0.028,0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03
0.028,0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03
0.026,0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026
0.586,0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042
0.028,0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59
0.28,0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218
0.788,0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078
0.808,0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81
0.6,1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474
1.53,0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236
0.91,1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106
1.318,0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848
0.96,2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976
2.678,3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652
3.294,0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088
0.186,0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022
0.024,0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024
0.03,0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022
0.028,1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374
1.26,0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028
0.264,0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028
0.1,0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026
0.03,0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024
0.026,0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024
0.03,0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028
0.03,0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028
0.026,1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026
1.042,1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58
1.59,0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574
0.218,0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922
0.078,2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17
2.81,0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008
0.474,0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506
0.236,0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438
0.106,2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09
2.848,0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032
0.976,0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026
0.652,0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024
0.088,0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026
0.022,0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988
0.024,0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046
0.022,1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022
1.374,0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566
0.028,0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082
0.028,0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408
0.026,0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16
0.024,0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04
0.024,0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03
0.028,0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022
0.028,0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028
0.026,0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03
0.58,1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354
1.574,1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622
1.922,0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318
0.17,1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088
1.008,0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086
0.506,0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066
0.438,0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02
0.09,0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026
0.032,0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024
0.026,0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022
0.024,0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028
0.026,0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018
0.988,0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144
0.046,0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09
0.022,0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16
0.566,0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042
0.082,1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03
1.408,0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024
0.16,0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03
0.04,0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032
0.03,0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02
0.022,0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03
0.028,0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024
0.03,0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026
0.354,1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222
1.622,0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294
0.318,0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86
0.088,0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6
0.086,0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212
0.066,0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0
0.02,0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194
0.026,0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2
0.024,0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748
0.022,0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238
0.028,0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87
0.018,3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946
3.144,1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256
1.09,0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042
0.16,0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038
0.042,0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034
0.03,0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034
0.024,0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032
0.03,0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048
0.032,0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064
0.02,0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044
0.03,0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028
0.024,0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034
0.026,1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024
1.222,0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012
0.294,0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968
0.86,2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204
2.6,2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276
2.212,0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156
0.0,0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426
0.194,0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554
0.2,0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374
0.748,0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832
0.238,0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174
0.87,0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2
0.946,0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11
0.256,0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18
0.042,0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406
0.038,0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296
0.034,0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084
0.034,0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034
0.032,0.048,0.064,0.044,0.028,0.034,0.024,2.012,2.968,0.204,0.276,0.156,0.426,1.554,0.374,0.832,3.174,0.2,0.11,0.18,0.406,0.296,0.084,0.034,0.024
